date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:43:57	751136/751136	---M--	200	added ('OK')	image/jpeg	etag:%2260068c40-b7620%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Planck.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Planck.jpg	(from https://www.purecinema.tv/planck-aerosystems/)
17:43:58	33282/33282	---M--	200	added ('OK')	image/webp	etag:%2260e4fa83-8202%22	https://www.purecinema.tv/wp-content/uploads/2021/07/SKLZ-Web-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/07/SKLZ-Web-1920x0-c-default.webp	(from https://www.purecinema.tv/made-to-keep/)
17:44:01	126646/126646	---M--	200	added ('OK')	image/webp	etag:%2260c14f40-1eeb6%22	https://www.purecinema.tv/wp-content/uploads/2021/05/CE-Miramar-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/05/CE-Miramar-1920x0-c-default.webp	(from https://www.purecinema.tv/workforit/)
17:44:01	979625/979625	---M--	200	added ('OK')	image/jpeg	etag:%2260068bd9-ef2a9%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Made-to-Keep.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Made-to-Keep.jpg	(from https://www.purecinema.tv/made-to-keep/)
17:44:02	73066/73066	---M--	200	added ('OK')	image/webp	etag:%2260c150de-11d6a%22	https://www.purecinema.tv/wp-content/uploads/2021/05/Ballerina-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/05/Ballerina-1920x0-c-default.webp	(from https://www.purecinema.tv/learn-more-earn-more/)
17:44:03	1200412/1200412	---M--	200	added ('OK')	image/png	etag:%2260e4f90a-12511c%22	https://www.purecinema.tv/wp-content/uploads/2021/07/SKLZ-Web.png	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/07/SKLZ-Web.png	(from https://www.purecinema.tv/workforit/)
17:44:04	64250/64250	---M--	200	added ('OK')	image/webp	etag:%226086f845-fafa%22	https://www.purecinema.tv/wp-content/uploads/2020/11/ChiccoDuo-1-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/ChiccoDuo-1-1920x0-c-default.webp	(from https://www.purecinema.tv/the-ballerina/)
17:44:05	822973/822973	---M--	200	added ('OK')	image/png	etag:%2260c14d32-c8ebd%22	https://www.purecinema.tv/wp-content/uploads/2021/05/CE-Miramar-1024x576.png	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/05/CE-Miramar-1024x576.png	(from https://www.purecinema.tv/learn-more-earn-more/)
17:44:07	122208/122208	---M--	200	added ('OK')	image/webp	etag:%2260590662-1dd60%22	https://www.purecinema.tv/wp-content/uploads/2021/03/Vans-Thumbnail-scaled-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/Vans-Thumbnail-scaled-1920x0-c-default.webp	(from https://www.purecinema.tv/duo-bottle/)
17:44:07	838886/838886	---M--	200	added ('OK')	image/png	etag:%2260c14d1d-ccce6%22	https://www.purecinema.tv/wp-content/uploads/2021/05/Ballerina-1024x766.png	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/05/Ballerina-1024x766.png	(from https://www.purecinema.tv/the-ballerina/)
17:44:07	534294/534294	---M--	200	added ('OK')	image/jpeg	etag:%226086f83a-82716%22	https://www.purecinema.tv/wp-content/uploads/2020/11/ChiccoDuo-1.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/ChiccoDuo-1.jpg	(from https://www.purecinema.tv/duo-bottle/)
17:44:08	460242/460242	---M--	200	added ('OK')	image/jpeg	etag:%226058fb18-705d2%22	https://www.purecinema.tv/wp-content/uploads/2021/03/Vans-Thumbnail-scaled.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/Vans-Thumbnail-scaled.jpg	(from https://www.purecinema.tv/young-love/)
17:44:08	69370/69370	---M--	200	added ('OK')	image/webp	etag:%2260590662-10efa%22	https://www.purecinema.tv/wp-content/uploads/2021/03/Vans-Thumbnail-scaled-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/Vans-Thumbnail-scaled-1366x0-c-default.webp	(from https://www.purecinema.tv/young-love/)
17:44:09	35942/35942	---M--	200	added ('OK')	image/webp	etag:%2260590662-8c66%22	https://www.purecinema.tv/wp-content/uploads/2021/03/Vans-1-scaled-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/Vans-1-scaled-1366x0-c-default.webp	(from https://www.purecinema.tv/young-love/)
17:44:10	33968/33968	---M--	200	added ('OK')	image/webp	etag:%2260590662-84b0%22	https://www.purecinema.tv/wp-content/uploads/2021/03/Vans-8-scaled-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/Vans-8-scaled-1366x0-c-default.webp	(from https://www.purecinema.tv/young-love/)
17:44:11	49562/49562	---M--	200	added ('OK')	image/webp	etag:%2260590663-c19a%22	https://www.purecinema.tv/wp-content/uploads/2021/03/Vans-6-scaled-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/Vans-6-scaled-1366x0-c-default.webp	(from https://www.purecinema.tv/young-love/)
17:44:13	59534/59534	---M--	200	added ('OK')	image/webp	etag:%2260590663-e88e%22	https://www.purecinema.tv/wp-content/uploads/2021/03/Vans-4-scaled-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/Vans-4-scaled-1366x0-c-default.webp	(from https://www.purecinema.tv/young-love/)
17:44:13	55116/55116	---M--	200	added ('OK')	image/webp	etag:%2260590663-d74c%22	https://www.purecinema.tv/wp-content/uploads/2021/03/Vans-3-scaled-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/Vans-3-scaled-1366x0-c-default.webp	(from https://www.purecinema.tv/young-love/)
17:44:14	77850/77850	---M--	200	added ('OK')	image/webp	etag:%226006fbeb-1301a%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Now-in-an-App-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Now-in-an-App-1920x0-c-default.webp	(from https://www.purecinema.tv/young-love/)
17:44:16	45124/45124	---M--	200	added ('OK')	image/webp	etag:%22600696a4-b044%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Shaper-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Shaper-1920x0-c-default.webp	(from https://www.purecinema.tv/now-in-an-app/)
17:44:17	602142/602142	---M--	200	added ('OK')	image/jpeg	etag:%2260068be8-9301e%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Now-in-an-App.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Now-in-an-App.jpg	(from https://www.purecinema.tv/now-in-an-app/)
17:44:18	483577/483577	---M--	200	added ('OK')	image/jpeg	etag:%2260068e3a-760f9%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Shaper.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Shaper.jpg	(from https://www.purecinema.tv/the-art-of-shaping/)
17:44:19	63692/63692	---M--	200	added ('OK')	image/webp	etag:%22628c01f9-f8cc%22	https://www.purecinema.tv/wp-content/uploads/2022/05/1-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2022/05/1-1920x0-c-default.webp	(from https://www.purecinema.tv/the-art-of-shaping/)
17:44:20	52812/52812	---M--	200	added ('OK')	image/webp	etag:%22601c38bd-ce4c%22	https://www.purecinema.tv/wp-content/uploads/2021/01/FF-Still-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/01/FF-Still-1920x0-c-default.webp	(from https://www.purecinema.tv/we-are-san-diego-wave-fc/)
17:44:22	604683/604683	---M--	200	added ('OK')	image/png	etag:%22628c01ee-93a0b%22	https://www.purecinema.tv/wp-content/uploads/2022/05/1-1024x565.png	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2022/05/1-1024x565.png	(from https://www.purecinema.tv/we-are-san-diego-wave-fc/)
17:44:23	453268/453268	---M--	200	added ('OK')	image/jpeg	etag:%22601c384e-6ea94%22	https://www.purecinema.tv/wp-content/uploads/2021/01/FF-Still.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/01/FF-Still.jpg	(from https://www.purecinema.tv/move-forward/)
17:44:23	24824/24824	---M--	200	added ('OK')	image/webp	etag:%226010f06c-60f8%22	https://www.purecinema.tv/wp-content/uploads/2021/01/FF-Still-5-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/01/FF-Still-5-1366x0-c-default.webp	(from https://www.purecinema.tv/move-forward/)
17:44:24	34642/34642	---M--	200	added ('OK')	image/webp	etag:%226010f06c-8752%22	https://www.purecinema.tv/wp-content/uploads/2021/01/FF-still-1-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/01/FF-still-1-1366x0-c-default.webp	(from https://www.purecinema.tv/move-forward/)
17:44:25	41598/41598	---M--	200	added ('OK')	image/webp	etag:%226010f06c-a27e%22	https://www.purecinema.tv/wp-content/uploads/2021/01/FF-Still-4-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/01/FF-Still-4-1366x0-c-default.webp	(from https://www.purecinema.tv/move-forward/)
17:44:26	32428/32428	---M--	200	added ('OK')	image/webp	etag:%226010f06d-7eac%22	https://www.purecinema.tv/wp-content/uploads/2021/01/FF-Still-3-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/01/FF-Still-3-1366x0-c-default.webp	(from https://www.purecinema.tv/move-forward/)
17:44:27	60592/60592	---M--	200	added ('OK')	image/webp	etag:%226010f06d-ecb0%22	https://www.purecinema.tv/wp-content/uploads/2021/01/FF-Still-2-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/01/FF-Still-2-1366x0-c-default.webp	(from https://www.purecinema.tv/move-forward/)
17:44:28	66532/66532	---M--	200	added ('OK')	image/webp	etag:%2260e8e1d9-103e4%22	https://www.purecinema.tv/wp-content/uploads/2021/07/Blake-McKay-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/07/Blake-McKay-1920x0-c-default.webp	(from https://www.purecinema.tv/move-forward/)
17:44:30	32750/32750	---M--	200	added ('OK')	image/webp	etag:%2260e77d0d-7fee%22	https://www.purecinema.tv/wp-content/uploads/2021/07/Gorjana-Commercial-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/07/Gorjana-Commercial-1920x0-c-default.webp	(from https://www.purecinema.tv/blakemckay/)
17:44:31	754829/754829	---M--	200	added ('OK')	image/png	etag:%2260e8e1a0-b848d%22	https://www.purecinema.tv/wp-content/uploads/2021/07/Blake-McKay-1024x576.png	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/07/Blake-McKay-1024x576.png	(from https://www.purecinema.tv/blakemckay/)
17:44:33	137970/137970	---M--	200	added ('OK')	image/webp	etag:%2260069565-21af2%22	https://www.purecinema.tv/wp-content/uploads/2020/11/2000-Pounds-of-Glory-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/2000-Pounds-of-Glory-1920x0-c-default.webp	(from https://www.purecinema.tv/cosmicpull/)
17:44:33	535415/535415	---M--	200	added ('OK')	image/png	etag:%2260e77cfe-82b77%22	https://www.purecinema.tv/wp-content/uploads/2021/07/Gorjana-Commercial-1024x576.png	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/07/Gorjana-Commercial-1024x576.png	(from https://www.purecinema.tv/cosmicpull/)
17:44:35	587961/587961	---M--	200	added ('OK')	image/jpeg	etag:%2260068bb1-8f8b9%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Indistructable-Woman.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Indistructable-Woman.jpg	(from https://www.purecinema.tv/the-indestructible-woman/)
17:44:36	103840/103840	---M--	200	added ('OK')	image/webp	etag:%22600696a7-195a0%22	https://www.purecinema.tv/wp-content/uploads/2020/11/The-Process-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/The-Process-1920x0-c-default.webp	(from https://www.purecinema.tv/the-indestructible-woman/)
17:44:37	803689/803689	---M--	200	added ('OK')	image/jpeg	etag:%2260068a97-c4369%22	https://www.purecinema.tv/wp-content/uploads/2020/11/2000-Pounds-of-Glory.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/2000-Pounds-of-Glory.jpg	(from https://www.purecinema.tv/allinwithdirkdeckman/)
17:44:38	762488/762488	---M--	200	added ('OK')	image/jpeg	etag:%2260068e48-ba278%22	https://www.purecinema.tv/wp-content/uploads/2020/11/The-Process.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/The-Process.jpg	(from https://www.purecinema.tv/the-process/)
17:44:39	269598/269598	---M--	200	added ('OK')	image/webp	etag:%226006fbea-41d1e%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Be-the-Villain-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Be-the-Villain-1920x0-c-default.webp	(from https://www.purecinema.tv/ace/)
17:44:40	40202/40202	---M--	200	added ('OK')	image/webp	etag:%2260069c9b-9d0a%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Power-Digital-Anthem-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Power-Digital-Anthem-1920x0-c-default.webp	(from https://www.purecinema.tv/be-the-villian/)
17:44:40	672378/672378	---M--	200	added ('OK')	image/png	etag:%2260ff1d3b-a427a%22	https://www.purecinema.tv/wp-content/uploads/2021/07/Ace-Web-1024x576.png	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/07/Ace-Web-1024x576.png	(from https://www.purecinema.tv/ace/)
17:44:42	1342491/1342491	---M--	200	added ('OK')	image/jpeg	etag:%2260068af0-147c1b%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Be-the-Villain.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Be-the-Villain.jpg	(from https://www.purecinema.tv/be-the-villian/)
17:44:43	178540/178540	---M--	200	added ('OK')	image/webp	etag:%2260523f5e-2b96c%22	https://www.purecinema.tv/wp-content/uploads/2021/03/Balboa-Park-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/Balboa-Park-1920x0-c-default.webp	(from https://www.purecinema.tv/power-digital-anthem/)
17:44:45	176582/176582	---M--	200	added ('OK')	image/webp	etag:%226052427a-2b1c6%22	https://www.purecinema.tv/wp-content/uploads/2021/03/1-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/1-1366x0-c-default.webp	(from https://www.purecinema.tv/cultivating-wonder/)
17:44:45	880204/880204	---M--	200	added ('OK')	image/jpeg	etag:%2260523f48-d6e4c%22	https://www.purecinema.tv/wp-content/uploads/2021/03/Balboa-Park.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/Balboa-Park.jpg	(from https://www.purecinema.tv/cultivating-wonder/)
17:44:45	744481/744481	---M--	200	added ('OK')	image/jpeg	etag:%2260068c50-b5c21%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Power-Digital-Anthem.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Power-Digital-Anthem.jpg	(from https://www.purecinema.tv/power-digital-anthem/)
17:44:46	30568/30568	---M--	200	added ('OK')	image/webp	etag:%226052427a-7768%22	https://www.purecinema.tv/wp-content/uploads/2021/03/3-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/3-1366x0-c-default.webp	(from https://www.purecinema.tv/cultivating-wonder/)
17:44:46	91466/91466	---M--	200	added ('OK')	image/webp	etag:%226052427a-1654a%22	https://www.purecinema.tv/wp-content/uploads/2021/03/2-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/2-1366x0-c-default.webp	(from https://www.purecinema.tv/cultivating-wonder/)
17:44:47	60736/60736	---M--	200	added ('OK')	image/webp	etag:%226052427a-ed40%22	https://www.purecinema.tv/wp-content/uploads/2021/03/4-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/4-1366x0-c-default.webp	(from https://www.purecinema.tv/cultivating-wonder/)
17:44:48	59112/59112	---M--	200	added ('OK')	image/webp	etag:%226052427b-e6e8%22	https://www.purecinema.tv/wp-content/uploads/2021/03/5-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/5-1366x0-c-default.webp	(from https://www.purecinema.tv/cultivating-wonder/)
17:44:49	51788/51788	---M--	200	added ('OK')	image/webp	etag:%2260c14fa9-ca4c%22	https://www.purecinema.tv/wp-content/uploads/2021/05/Biocom-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/05/Biocom-1920x0-c-default.webp	(from https://www.purecinema.tv/cultivating-wonder/)
17:44:52	628129/628129	---M--	200	added ('OK')	image/png	etag:%2260c14d38-995a1%22	https://www.purecinema.tv/wp-content/uploads/2021/05/Biocom-1024x576.png	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/05/Biocom-1024x576.png	(from https://www.purecinema.tv/your-story-is-our-story/)
17:44:52	212166/212166	---M--	200	added ('OK')	image/webp	etag:%226006968e-33cc6%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Chaos-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Chaos-1920x0-c-default.webp	(from https://www.purecinema.tv/your-story-is-our-story/)
17:44:53	40394/40394	---M--	200	added ('OK')	image/webp	etag:%226006e891-9dca%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Ticwatch-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Ticwatch-1920x0-c-default.webp	(from https://www.purecinema.tv/chaos/)
17:44:54	1029358/1029358	---M--	200	added ('OK')	image/jpeg	etag:%2260068b0b-fb4ee%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Chaos.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Chaos.jpg	(from https://www.purecinema.tv/chaos/)
17:44:56	73186/73186	---M--	200	added ('OK')	image/webp	etag:%226006fbeb-11de2%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Here-We-Come-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Here-We-Come-1920x0-c-default.webp	(from https://www.purecinema.tv/ticwatch/)
17:44:57	430184/430184	---M--	200	added ('OK')	image/jpeg	etag:%2260068e4f-69068%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Ticwatch.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Ticwatch.jpg	(from https://www.purecinema.tv/ticwatch/)
17:44:58	134740/134740	---M--	200	added ('OK')	image/webp	etag:%22600696a4-20e54%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Coach-Dad-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Coach-Dad-1920x0-c-default.webp	(from https://www.purecinema.tv/here-we-come/)
17:44:58	748842/748842	---M--	200	added ('OK')	image/jpeg	etag:%2260068b9d-b6d2a%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Here-We-Come.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Here-We-Come.jpg	(from https://www.purecinema.tv/here-we-come/)
17:45:00	289748/289748	---M--	200	added ('OK')	image/webp	etag:%2260592bbc-46bd4%22	https://www.purecinema.tv/wp-content/uploads/2021/03/JFS-Still-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/JFS-Still-1920x0-c-default.webp	(from https://www.purecinema.tv/coach-dad/)
17:45:01	75796/75796	---M--	200	added ('OK')	image/webp	etag:%2260592bbd-12814%22	https://www.purecinema.tv/wp-content/uploads/2021/03/JFS5-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/JFS5-1366x0-c-default.webp	(from https://www.purecinema.tv/evolution-of-the-dj-2/)
17:45:02	673358/673358	---M--	200	added ('OK')	image/jpeg	etag:%2260068b1d-a464e%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Coach-Dad.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Coach-Dad.jpg	(from https://www.purecinema.tv/coach-dad/)
17:45:02	47586/47586	---M--	200	added ('OK')	image/webp	etag:%2260592bbd-b9e2%22	https://www.purecinema.tv/wp-content/uploads/2021/03/JFS-3-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/JFS-3-1366x0-c-default.webp	(from https://www.purecinema.tv/evolution-of-the-dj-2/)
17:45:03	39852/39852	---M--	200	added ('OK')	image/webp	etag:%2260592bbd-9bac%22	https://www.purecinema.tv/wp-content/uploads/2021/03/JFS2-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/JFS2-1366x0-c-default.webp	(from https://www.purecinema.tv/evolution-of-the-dj-2/)
17:45:04	908364/908364	---M--	200	added ('OK')	image/jpeg	etag:%2260592987-ddc4c%22	https://www.purecinema.tv/wp-content/uploads/2021/03/JFS-Still.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/JFS-Still.jpg	(from https://www.purecinema.tv/evolution-of-the-dj-2/)
17:45:05	56514/56514	---M--	200	added ('OK')	image/webp	etag:%2260592bbe-dcc2%22	https://www.purecinema.tv/wp-content/uploads/2021/03/JFS4-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/JFS4-1366x0-c-default.webp	(from https://www.purecinema.tv/evolution-of-the-dj-2/)
17:45:05	141458/141458	---M--	200	added ('OK')	image/webp	etag:%2260592bbd-22892%22	https://www.purecinema.tv/wp-content/uploads/2021/03/JFS-1-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2021/03/JFS-1-1366x0-c-default.webp	(from https://www.purecinema.tv/evolution-of-the-dj-2/)
17:45:07	169498/169498	---M--	200	added ('OK')	image/webp	etag:%2260069686-2961a%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Dignity-1920x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Dignity-1920x0-c-default.webp	(from https://www.purecinema.tv/evolution-of-the-dj-2/)
17:45:08	46548/46548	---M--	200	added ('OK')	image/webp	etag:%2260069687-b5d4%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Screen-Shot-2020-12-02-at-4.04.26-PM-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Screen-Shot-2020-12-02-at-4.04.26-PM-1366x0-c-default.webp	(from https://www.purecinema.tv/dignity/)
17:45:10	16870/16870	---M--	200	added ('OK')	image/webp	etag:%2260069687-41e6%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Screen-Shot-2020-12-02-at-4.02.20-PM-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Screen-Shot-2020-12-02-at-4.02.20-PM-1366x0-c-default.webp	(from https://www.purecinema.tv/dignity/)
17:45:10	18876/18876	---M--	200	added ('OK')	image/webp	etag:%2260069688-49bc%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Screen-Shot-2020-12-02-at-4.00.51-PM-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Screen-Shot-2020-12-02-at-4.00.51-PM-1366x0-c-default.webp	(from https://www.purecinema.tv/dignity/)
17:45:11	963153/963153	---M--	200	added ('OK')	image/jpeg	etag:%2260068b4b-eb251%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Dignity.jpg	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Dignity.jpg	(from https://www.purecinema.tv/dignity/)
17:45:11	26518/26518	---M--	200	added ('OK')	image/webp	etag:%2260069689-6796%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Screen-Shot-2020-12-02-at-4.03.59-PM-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Screen-Shot-2020-12-02-at-4.03.59-PM-1366x0-c-default.webp	(from https://www.purecinema.tv/dignity/)
17:45:12	25136/25136	---M--	200	added ('OK')	image/webp	etag:%226006968a-6230%22	https://www.purecinema.tv/wp-content/uploads/2020/11/Screen-Shot-2020-12-02-at-4.03.24-PM-1366x0-c-default.webp	/Users/diogoteixeira/documents/Site%20Produtora/www.purecinema.tv/wp-content/uploads/2020/11/Screen-Shot-2020-12-02-at-4.03.24-PM-1366x0-c-default.webp	(from https://www.purecinema.tv/dignity/)
